#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pA708-2	NZ_CP026370.1	CP026370	118.719	52.182	125	-	-	-	141	16
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pA708-3	NZ_CP026371.1	CP026371	133.085	52.1576	134	-	-	-	151	17
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pTMSNI47-1	NZ_AP019688.1	AP019688	185.311	51.2376	202	-	-	-	214	12
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pTMSNI47-2	NZ_AP019689.1	AP019689	181.469	50.3651	138	-	-	-	176	38
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pTMSNI47-3	NZ_AP019690.1	AP019690	89.834	53.0167	104	-	-	-	109	5
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pTMSNI47-4	NZ_AP019691.1	AP019691	85.849	50.1322	51	-	-	-	78	27
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pTH114-3	NZ_CP035208.1	CP035208	59.814	52.7201	67	-	-	-	71	4
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pTH114-1	NZ_CP035209.1	CP035209	73.414	53.6451	64	-	-	-	76	12
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_JAAVWJ010000002.1	-	46.054	50.6297	47	-	-	-	53	6
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_JAAVWJ010000005.1	-	3.152	44.0355	4	-	-	-	6	1
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00138_2	NZ_CP058132.1	CP058132	199.458	52.395	185	-	-	-	211	26
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00138_3	NZ_CP058133.1	CP058133	55.155	55.9188	62	-	-	-	67	5
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00138_4	NZ_CP058134.1	CP058134	54.53	54.0051	53	-	-	-	57	4
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00138_5	NZ_CP058135.1	CP058135	16.582	57.9243	18	-	-	-	19	1
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00138_6	NZ_CP058136.1	CP058136	12.557	56.4068	15	-	-	-	16	1
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00138_7	NZ_CP058137.1	CP058137	5.665	48.7026	6	-	-	-	7	1
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00138_8	NZ_CP058138.1	CP058138	4.618	51.2993	7	-	-	-	8	1
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00138_9	NZ_CP058139.1	CP058139	3.847	55.9657	4	-	-	-	4	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00138_10	NZ_CP058140.1	CP058140	3.36	51.756	3	-	-	-	3	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00138_11	NZ_CP058141.1	CP058141	2.349	33.3333	2	-	-	-	2	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00138_12	NZ_CP058142.1	CP058142	1.943	51.5183	2	-	-	-	2	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00138_13	NZ_CP058143.1	CP058143	1.934	51.3444	1	-	-	-	1	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00138_14	NZ_CP058144.1	CP058144	1.917	51.3302	2	-	-	-	2	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00138_15	NZ_CP058145.1	CP058145	1.24	45.9677	1	-	-	-	1	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00268_2	NZ_CP055331.1	CP055331	180.534	52.3237	179	-	-	-	200	21
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00268_3	NZ_CP055332.1	CP055332	144.822	53.1093	135	-	-	-	149	14
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00268_4	NZ_CP055333.1	CP055333	130.013	51.4787	98	-	-	-	130	32
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00268_5	NZ_CP055334.1	CP055334	43.193	52.747	41	-	-	-	47	6
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00268_7	NZ_CP055336.1	CP055336	17.696	49.5875	16	-	-	-	21	5
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00268_10	NZ_CP055339.1	CP055339	3.536	56.1934	3	-	-	-	4	1
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00268_15	NZ_CP055344.1	CP055344	1.443	40.5405	1	-	-	-	1	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP5-W18-ESBL-06_1	NZ_AP022113.1	AP022113	190.538	52.452	170	-	-	-	199	29
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP5-W18-ESBL-06_2	NZ_AP022114.1	AP022114	120.877	51.6145	110	-	-	-	127	17
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP5-W18-ESBL-06_3	NZ_AP022115.1	AP022115	107.36	51.6524	101	-	-	-	123	22
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP5-W18-ESBL-06_4	NZ_AP022116.1	AP022116	82.271	54.5855	94	-	-	-	97	3
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP5-W18-ESBL-06_5	NZ_AP022117.1	AP022117	12.566	60.4966	16	-	-	-	16	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP5-W18-ESBL-06_6	NZ_AP022118.1	AP022118	5.714	49.0725	7	-	-	-	7	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP5-W18-ESBL-06_7	NZ_AP022119.1	AP022119	4.187	40.7213	4	-	-	-	5	1
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-S18-CRE-02_1	NZ_AP022006.1	AP022006	143.641	52.084	142	-	-	-	163	21
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-S18-CRE-02_2	NZ_AP022007.1	AP022007	123.247	53.852	123	-	-	-	134	11
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-S18-CRE-02_3	NZ_AP022008.1	AP022008	104.413	52.9398	108	-	-	-	121	13
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-S18-CRE-02_4	NZ_AP022009.1	AP022009	55.811	51.8249	56	-	-	-	67	11
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-S18-CRE-02_5	NZ_AP022010.1	AP022010	31.071	58.981	34	-	-	-	37	3
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-S18-CRE-02_7	NZ_AP022011.1	AP022011	4.937	43.8931	7	-	-	-	7	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-S18-CRE-02_8	NZ_AP022012.1	AP022012	2.924	32.2845	2	-	-	-	2	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-W18-CRE-02_1	NZ_AP021951.1	AP021951	267.818	46.594	267	-	-	-	273	6
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-W18-CRE-02_2	NZ_AP021952.1	AP021952	206.811	51.6452	187	-	-	-	222	35
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-W18-CRE-02_3	NZ_AP021953.1	AP021953	118.328	55.2574	127	-	-	-	143	16
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-W18-CRE-02_4	NZ_AP021954.1	AP021954	101.937	54.4787	113	-	-	-	128	15
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-W18-CRE-02_5	NZ_AP021955.1	AP021955	91.316	51.7828	82	-	-	-	101	19
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-W18-CRE-02_6	NZ_AP021956.1	AP021956	10.902	52.2014	9	-	-	-	13	4
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-W18-CRE-02_7	NZ_AP021957.1	AP021957	8.604	41.132	9	-	-	-	12	3
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-W18-CRE-02_8	NZ_AP021958.1	AP021958	4.38	42.1461	5	-	-	-	5	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-W18-CRE-02_9	NZ_AP021959.1	AP021959	3.447	54.4531	3	-	-	-	5	2
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-W18-CRE-02_10	NZ_AP021960.1	AP021960	3.292	51.9137	4	-	-	-	4	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP4-S18-ESBL-06_1	-	AP022086.1	281.37	47.2147	265	-	-	-	265	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-S18-ESBL-03_1	NZ_AP022015.1	AP022015	346.351	47.6237	345	-	-	-	366	21
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-S18-ESBL-03_2	NZ_AP022016.1	AP022016	139.507	51.7329	127	-	-	-	144	17
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-S18-ESBL-03_3	NZ_AP022017.1	AP022017	113.05	54.2724	125	-	-	-	133	8
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-S18-ESBL-03_4	NZ_AP022018.1	AP022018	111.708	55.7059	124	-	-	-	139	15
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-S18-ESBL-03_5	NZ_AP022019.1	AP022019	38.203	59.0922	40	-	-	-	41	1
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP5-S18-ESBL-05_1	NZ_AP022143.1	AP022143	215.703	45.5015	223	-	-	-	236	13
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP5-S18-ESBL-05_2	NZ_AP022144.1	AP022144	182.573	50.244	152	-	-	-	193	41
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP5-S18-ESBL-05_3	NZ_AP022145.1	AP022145	161.135	51.0212	159	-	-	-	189	30
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP5-S18-ESBL-05_4	NZ_AP022146.1	AP022146	122.247	54.1396	123	-	-	-	142	19
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP5-S18-ESBL-05_5	NZ_AP022147.1	AP022147	5.444	42.3769	6	-	-	-	7	1
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP5-S18-ESBL-05_6	NZ_AP022148.1	AP022148	4.862	48.3135	5	-	-	-	5	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP5-S18-ESBL-05_7	NZ_AP022149.1	AP022149	4.479	52.1098	5	-	-	-	6	1
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP5-S18-ESBL-05_8	NZ_AP022150.1	AP022150	4.16	53.4135	4	-	-	-	5	1
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP5-S18-ESBL-05_9	NZ_AP022151.1	AP022151	4.09	43.4963	5	-	-	-	5	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP5-S18-ESBL-05_10	NZ_AP022152.1	AP022152	4.048	29.916	3	-	-	-	3	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP5-S18-ESBL-05_11	NZ_AP022153.1	AP022153	3.071	48.2253	1	-	-	-	2	1
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP5-S18-ESBL-05_12	NZ_AP022154.1	AP022154	2.726	46.2949	3	-	-	-	3	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP5-S18-ESBL-05_13	NZ_AP022155.1	AP022155	2.694	46.7706	3	-	-	-	3	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP5-S18-ESBL-05_14	NZ_AP022156.1	AP022156	2.203	47.7531	2	-	-	-	2	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP7-S17-ESBL-08_1	NZ_AP022184.1	AP022184	218.891	51.0195	170	-	-	-	231	61
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP7-S17-ESBL-08_2	NZ_AP022185.1	AP022185	118.077	52.5005	130	-	-	-	142	12
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP7-S17-ESBL-08_3	NZ_AP022186.1	AP022186	5.747	46.4938	8	-	-	-	8	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pWP7-S17-ESBL-08_4	NZ_AP022187.1	AP022187	4.685	44.0982	4	-	2	-	6	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKp4101	NZ_CP047282.1	CP047282	187.068	51.4225	205	-	-	-	219	14
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKp4116	NZ_CP047284.1	CP047284	39.531	41.7445	50	-	-	-	54	4
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pA	NZ_CP062139.1	CP062139	123.727	51.7106	112	-	-	-	143	31
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pB	NZ_CP062140.1	CP062140	87.654	52.6399	82	-	-	-	93	11
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pC	NZ_CP062141.1	CP062141	81.122	50.4327	66	-	-	-	83	17
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pD	NZ_CP062142.1	CP062142	7.853	49.879	7	-	-	-	7	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pE	NZ_CP062143.1	CP062143	2.78	47.8058	4	-	-	-	4	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pF	NZ_CP062144.1	CP062144	2.495	51.4629	3	-	-	-	3	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pG	NZ_CP062145.1	CP062145	1.443	40.5405	1	-	-	-	1	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pSTW0522-39-1	NZ_AP022413.1	AP022413	172.805	53.2722	162	-	-	-	188	26
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pSTW0522-39-2	NZ_AP022414.1	AP022414	7.942	47.9098	9	-	-	-	13	4
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pSTW0522-39-3	NZ_AP022415.1	AP022415	6.423	43.7802	6	-	-	-	6	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pSTW0522-39-4	NZ_AP022416.1	AP022416	3.789	55.5556	5	-	-	-	6	1
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pSTW0522-39-5	NZ_AP022417.1	AP022417	3.338	46.0455	4	-	-	-	4	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pSTW0522-39-6	NZ_AP022418.1	AP022418	2.723	46.7866	3	-	-	-	3	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pM72-2-2	-	CP063870.1	108.143	49.4632	-	-	-	-	-	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pS174-1.1	NZ_CP063875.1	CP063875	51.856	53.2667	42	-	-	-	57	15
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pS174-1.2	NZ_CP063876.1	CP063876	56.886	52.948	61	-	-	-	70	9
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pS174-1.3	NZ_CP063877.1	CP063877	159.31	50.8279	123	-	-	-	169	46
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pBM404-3-1	NZ_CP064045.1	CP064045	163.717	53.1038	130	-	-	-	159	29
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pS15-2	NZ_CP064047.1	CP064047	163.717	53.1038	130	-	-	-	159	29
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pBS419-3	NZ_CP063903.1	CP063903	163.712	53.1036	129	-	-	-	159	30
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pBS419-1	NZ_CP063897.1	CP063897	163.257	53.0954	129	-	-	-	160	31
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pBM419-3	NZ_CP063888.1	CP063888	163.716	53.1035	129	-	-	-	159	30
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pBS324-2	NZ_CP063901.1	CP063901	176.438	49.9252	150	-	-	-	185	35
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pPinheadLarry_01	NZ_CP065468.1	CP065468	76.488	49.8863	77	-	-	-	83	6
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pPinheadLarry_02	NZ_CP065469.1	CP065469	5.027	59.7374	4	-	-	-	5	1
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pPinheadLarry_03	NZ_CP065470.1	CP065470	148.255	52.9365	150	-	-	-	174	24
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pPinheadLarry_04	NZ_CP065471.1	CP065471	14.94	48.2731	5	-	-	-	14	9
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pPinheadLarry_05	NZ_CP065472.1	CP065472	62.418	50.9981	68	-	-	-	73	5
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p1	NZ_CP065842.1	CP065842	399.394	48.322	364	-	-	-	411	47
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p2	NZ_CP065843.1	CP065843	4.73	42.6216	6	-	-	-	6	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p3	NZ_CP065844.1	CP065844	4.096	55.4932	6	-	-	-	7	1
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p4	NZ_CP065845.1	CP065845	4	46.3	5	-	-	-	5	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKP2011790	NZ_CP066174.1	CP066174	210.864	49.6216	179	-	-	-	223	44
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p1	NZ_CP065839.1	CP065839	144.959	52.461	149	-	-	-	152	3
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p2	NZ_CP065840.1	CP065840	3.478	45.6584	5	-	-	-	5	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p1	NZ_CP065847.1	CP065847	223.863	50.8753	196	-	-	-	245	49
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p1	NZ_CP066860.1	CP066860	170.976	53.4829	195	-	-	-	216	21
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p10	NZ_CP066861.1	CP066861	10.25	60.7707	-	-	-	-	12	12
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p2	NZ_CP066862.1	CP066862	64.249	60.2048	45	-	-	-	80	35
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p3	NZ_CP066863.1	CP066863	52.956	57.9292	48	-	-	-	64	16
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p4	NZ_CP066864.1	CP066864	42.506	52.7008	43	-	-	-	44	1
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p5	NZ_CP066865.1	CP066865	24.127	54.4038	12	-	-	-	25	13
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p6	NZ_CP066866.1	CP066866	21.987	53.6135	10	-	-	-	24	14
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p7	NZ_CP066867.1	CP066867	21.437	36.423	5	-	-	-	22	17
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p8	NZ_CP066868.1	CP066868	18.803	34.5583	5	-	-	-	27	22
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p9	NZ_CP066869.1	CP066869	11.699	36.4048	4	-	-	-	12	8
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pA	NZ_CP068445.1	CP068445	311.723	48.6057	301	-	-	-	326	25
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pB	NZ_CP068446.1	CP068446	90.038	52.1713	87	-	-	-	95	8
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pC	NZ_CP068447.1	CP068447	61.574	51.3951	66	-	-	-	72	6
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p1B2663	NZ_CP070421.1	CP070421	134.892	52.5539	122	-	1	-	145	22
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p2B2663	NZ_CP070422.1	CP070422	46.161	46.6519	57	-	-	-	61	4
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p3B2663	NZ_CP070423.1	CP070423	4.991	45.021	6	-	-	-	6	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p4B2663	NZ_CP070424.1	CP070424	2.113	47.1368	2	-	-	-	2	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p1B9067	NZ_CP070441.1	CP070441	134.89	52.5532	122	-	1	-	145	22
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p2B9067	NZ_CP070442.1	CP070442	46.161	46.6519	56	-	-	-	60	4
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p3B9067	NZ_CP070443.1	CP070443	4.991	45.021	6	-	-	-	6	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p4B9067	NZ_CP070444.1	CP070444	2.113	47.1368	2	-	-	-	2	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p1B25110	NZ_CP070455.1	CP070455	134.891	52.5528	122	-	1	-	145	22
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p2B25110	NZ_CP070456.1	CP070456	46.161	46.6519	57	-	-	-	61	4
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p3B25110	NZ_CP070457.1	CP070457	4.991	45.021	6	-	-	-	6	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p4B25110	NZ_CP070458.1	CP070458	2.113	47.1368	2	-	-	-	2	-
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pC3001-2-NDM	NZ_CP039792.1	CP039792	270.4	47.1668	263	-	-	-	285	22
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pC3001-3	NZ_CP039793.1	CP039793	206.406	51.2466	171	-	-	-	218	47
Klebsiella quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pC3001-4-KPC	NZ_CP039794.1	CP039794	141.814	52.4589	136	-	-	-	152	16
Klebsiella quasipneumoniae subsp. quasipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p17277A_477	NZ_CP043927.1	CP043927	477.34	48.68	474	-	-	-	519	45
Klebsiella quasipneumoniae subsp. similipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pDA33145-152	NZ_CP029598.1	CP029598	151.998	51.9974	154	-	-	-	179	26
Klebsiella quasipneumoniae subsp. similipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pDA33145-77	NZ_CP029599.1	CP029599	77.11	52.9853	95	-	-	-	99	4
Klebsiella quasipneumoniae subsp. similipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pG747_150.8Kb	NZ_CP034137.1	CP034137	150.833	52.7358	158	-	-	-	200	42
Klebsiella quasipneumoniae subsp. similipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pG747_218.9Kb	NZ_CP034138.1	CP034138	218.944	50.7143	192	-	-	-	240	48
Klebsiella quasipneumoniae subsp. similipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pG747_6.9Kb	NZ_CP034139.1	CP034139	6.924	50.7077	3	-	-	-	5	2
Klebsiella quasipneumoniae subsp. similipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pG747_84.1Kb	NZ_CP034140.1	CP034140	84.121	52.4911	69	-	-	-	89	20
Klebsiella quasipneumoniae subsp. similipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pG747_3.7Kb	NZ_CP034339.1	CP034339	3.733	44.6558	7	-	-	-	7	-
Klebsiella quasipneumoniae subsp. similipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CM016900.1	CM016900	34.774	48.3033	38	-	-	-	41	3
Klebsiella quasipneumoniae subsp. similipneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CM016896.1	CM016896	71.655	52.3313	78	-	-	-	84	6
Klebsiella quasivariicola	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN1705-1	NZ_CP022824.1	CP022824	240.771	53.4363	221	-	-	-	254	33
Klebsiella quasivariicola	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN1705-2	NZ_CP022825.1	CP022825	97.896	52.2657	112	-	-	-	118	6
Klebsiella quasivariicola	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN1705-3	NZ_CP022826.1	CP022826	67.851	51.8489	82	-	-	-	86	4
